TAG,COMMON_NAM,GENUS,SPECIES,UPDATED,CULTIVAR,VAR,FORMA,SUBSP,SHYBRID,CONDITION,SIGNIFICANT,HAZARDS,DBH,NOTES,LAT,LONG
8709,,Cornus,,20100316,,,,,,,,,,,49.26754125675315,-123.26019382818333
8737,,Magnolia,,20100316,,,,,,,,,,,49.26784152144613,-123.26037029929552
8733,,Larix,,20100316,,,,,,,,,,,49.26789429329815,-123.26017318824606
8734,,Picea,,20100316,,,,,,,,,,,49.267903585884696,-123.26016975528917
8735,,Larix,,20100316,,,,,,,,,,,49.26792189894052,-123.2601910572861
8777,,Chamaecyparis,,20100316,,,,,,,,,,,49.26845860606219,-123.26085378462164
8785,,Chamaecyparis,,20100316,,,,,,,,,,,49.2683666918509,-123.26097658757153
8788,,Chamaecyparis,,20100316,,,,,,,,,,,49.268323794598544,-123.26099052375984
8790,,Chamaecyparis,,20100316,,,,,,,,,,,49.2682958489832,-123.26101928131813
8792,,Laburnum,,20100316,,,,,,,,,,,49.26826232792066,-123.26104096463766
8796,,Chamaecyparis,,20100316,,,,,,,,,,,49.268174663600405,-123.26127961220875
8797,,Chamaecyparis,,20100316,,,,,,,,,,,49.26815607926232,-123.26128647774607
8798,,Chamaecyparis,,20100316,,,,,,,,,,,49.268164068176404,-123.26133011094839
6810,,Pinus,,20100316,,,,,,,,,,,49.26658036340036,-123.25919714180189
6748,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26732894008676,-123.25951868850738
6758,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26738070470292,-123.25953676617101
6763,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.2672993206655,-123.2594349691374
6759,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26736994055724,-123.25946368438767
6764,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26724613332421,-123.25948484264447
6766,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26712851990656,-123.25953415956273
6767,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26710498024924,-123.25952458736053
6770,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267068847592746,-123.25952929952722
6771,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26707869274536,-123.25950451698394
9518,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26586055750222,-123.25926567556736
9517,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.265895858049966,-123.25929946634737
9501,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26582305142903,-123.25956518883258
6860,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267148357953815,-123.25875087858537
9991788,,,,20100316,,,,,,,,,,,49.27155292828113,-123.25681798013642
9991789,,,,20100316,,,,,,,,,,,49.27151704243994,-123.25636407402654
6213,,,,20100316,,,,,,,,,,,49.27140850478389,-123.25631164214838
6199,,,,20100316,,,,,,,,,,,49.27121137798153,-123.255898726972
9859,,Cotinus,,20100316,,,,,,,,,,,49.269069261573684,-123.24971618611241
9797,,Cotinus,,20100316,,,,,,,,,,,49.26920234200198,-123.25010423921789
6279,,,,20100316,,,,,,,,,,,49.27102680346944,-123.25643271547534
9873,,Prunus,,20100316,,,,,,,,,,,49.26943005221345,-123.24802604102985
9875,,Prunus,,20100316,,,,,,,,,,,49.26946163030081,-123.24795501980304
9528,,Acer,,20100316,,,,,,,,,,,49.265958472738255,-123.25914474619087
9514,,Acer,,20100316,,,,,,,,,,,49.26588403305983,-123.25938597622577
9508,,Acer,,20100316,,,,,,,,,,,49.26581721706826,-123.25938817709977
8955,,Cercidiphyllum,,20100316,,,,,,,,,,,49.265631343422406,-123.25807186947284
8501,,Acer,circinatum,20100316,,,,,,,,,,,49.26643441291905,-123.25864460982953
8213,,Acer,rubrum,20100316,,,,,,,,,,,49.26645419164916,-123.25863132379105
9747,,Magnolia,,20100316,,,,,,,,,,,49.26677825676113,-123.24832994702074
8197,,Thuja,occidentalis,20100316,Smaragd,,,,,,,,,,49.26660555821489,-123.25828566446332
8196,,Fagus,sylvatica,20100316,Pendula,,,,,,,,,,49.26662500057773,-123.25822766381734
8181,,Acer,rubrum,20100316,,,,,,,,,,,49.26675067536546,-123.25825906563648
8180,,Acer,palmatum,20100316,,,,,,,,,,,49.26677293200621,-123.25826922152781
8170,,Pinus,thunbergiana,20100316,,,,,,,,,,,49.2668191548153,-123.25830905266858
8179,,Thuja,plicata,20100316,,,,,,,,,,,49.26682537772387,-123.25813315333043
8177,,Thuja,plicata,20100316,,,,,,,,,,,49.266855157702686,-123.2581281293668
8173,,Thuja,plicata,20100316,,,,,,,,,,,49.26689095192254,-123.2581395943194
8174,,Thuja,plicata,20100316,,,,,,,,,,,49.2668850286437,-123.25809849309096
8175,,Thuja,plicata,20100316,,,,,,,,,,,49.26687723553139,-123.25806572154423
6943,,Thuja,plicata,20100316,,,,,,,,,,,49.26678747410498,-123.25781711510797
6940,,Thuja,plicata,20100316,,,,,,,,,,,49.26689906589505,-123.25799488222785
6939,,Thuja,plicata,20100316,,,,,,,,,,,49.266904945169316,-123.25801784184263
9659,Forest Pansy Redbud,Cercis,canadensis,20100316,,,,,,,,,,,49.267591859041104,-123.25075731982868
8502,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.266430604782734,-123.2586645056679
8198,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.266586657643465,-123.25831777830626
8195,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.26660423018593,-123.25826810868786
8194,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.26660477198646,-123.25824222329464
8193,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.26662907953311,-123.25819482516361
6892,,Thuja,plicata,20100316,,,,,,,,,,,49.26723487658351,-123.2586170937857
6992,,Thuja,plicata,20100316,,,,,,,,,,,49.26733048351126,-123.2585051580082
6993,,Thuja,plicata,20100316,,,,,,,,,,,49.26736673500818,-123.25852852262307
6644,,Magnolia,soulangeana,20100316,,,,,,,,,,,49.26939944648434,-123.25295879423085
9618,,Magnolia,soulangeana,20100316,,,,,,,,,,,49.26677831293354,-123.25254495695764
9153,,Magnolia,soulangeana,20100316,,,,,,,,,,,49.26437946751052,-123.25977306732123
9752,,Gleditsia,triacanthos,20100316,,,,,,,,,,,49.268107747921334,-123.24945366535368
9751,,Gleditsia,triacanthos,20100316,,,,,,,,,,,49.26800644282086,-123.24937164441577
6755,,Styrax,japonicus,20100316,,,,,,,,,,,49.2670420184157,-123.25870425552048
6994,,Thuja,plicata,20100316,,,,,,,,,,,49.26737692014443,-123.25844696357719
8151,,Thuja,plicata,20100316,,,,,,,,,,,49.267473152395375,-123.25846721193938
9396,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26545690660112,-123.26025499029407
9159,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26490591446784,-123.26008727339288
9160,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26488206796204,-123.26006537873688
9375,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26487135562046,-123.26046907053467
9376,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.264895835028774,-123.26046076682982
9379,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26493001747709,-123.26042098039265
9380,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.264951492235134,-123.2604211662561
9381,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.264966841841996,-123.26038995925433
9382,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26498693572199,-123.26040216885644
9387,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26509401318301,-123.26036335413299
9388,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26513080749127,-123.26036083445287
8724,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267815152706824,-123.26027815297124
8722,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26774667774318,-123.26026848962078
6788,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26688560243627,-123.259466861429
8941,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26652339932556,-123.25775284550592
6947,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26685223014391,-123.25780564509466
6948,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26685633723166,-123.25783593555002
6953,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26698635337322,-123.25791361026714
6961,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267121174415095,-123.25804055686133
6956,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267029019790144,-123.25796584459704
6954,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26700977948521,-123.25794428743197
6971,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267223636877844,-123.25812803102298
6950,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266891053578156,-123.2578281756452
6756,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26691056547659,-123.25785420418342
6952,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26696394762658,-123.25789971766815
6951,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26693091063352,-123.25787525844231
8837,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26738448143895,-123.26024915628376
8841,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26732434887631,-123.26029329213505
8842,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267299512477265,-123.260237660611
8537,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.2670603494287,-123.26221115181212
8545,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267066729615784,-123.262014530065
8552,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267145435533216,-123.26179207669013
8629,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26694797892417,-123.260711985708
9237,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26460960139321,-123.25804442532124
8656,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.2670429161161,-123.26051062363743
8657,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26706373184917,-123.26048831965555
8658,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267079072720016,-123.26048453515295
8689,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26735327541303,-123.2603061865498
8725,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26776305385757,-123.26016968852169
8728,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.2678062423878,-123.260065880483
8732,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26787297262014,-123.26017408920443
8742,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.268172916080886,-123.26046715386
8743,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.268144412070455,-123.26052260734737
8744,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26809756096567,-123.26054315268907
8762,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.268227352831104,-123.26076765275383
8765,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.2682020931906,-123.26080480130057
8772,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26825943539158,-123.26078428396654
8774,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.268323415092574,-123.26081121959355
6824,,Chamaecyparis,,20100316,,,,,,,,,,,49.266741642673686,-123.25910026017726
8781,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26843628638746,-123.2608871892738
6835,,Thuja,plicata,20100316,,,,,,,,,,,49.26727824770303,-123.25913468369964
6838,,Thuja,plicata,20100316,,,,,,,,,,,49.26724785390024,-123.25907446290451
9444,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266317568488795,-123.26022591088035
9443,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266251759769226,-123.2602373775673
6880,,Prunus,,20100316,,,,,,,,,,,49.26712508331976,-123.25881251592799
6885,,Chamaecyparis,,20100316,,,,,,,,,,,49.2670521205924,-123.25850024397106
6515,,Chamaecyparis,,20100316,,,,,,,,,,,49.271410991140954,-123.25633998857278
6530,,Picea,,20100316,,,,,,,,,,,49.27175627500575,-123.25640636609042
6708,,Chamaecyparis,,20100316,,,,,,,,,,,49.26846852795769,-123.25852682234569
6700,,Cercidiphyllum,,20100316,,,,,,,,,,,49.26915854357082,-123.25758099693483
6695,,Crataegus,,20100316,,,,,,,,,,,49.269240640438795,-123.25714188397598
6694,,Crataegus,,20100316,,,,,,,,,,,49.26923733140024,-123.2570568561366
6691,,Chamaecyparis,,20100316,,,,,,,,,,,49.2687989887762,-123.25693504283987
6649,,Fraxinus,,20100316,,,,,,,,,,,49.27020533499615,-123.25285736642778
6650,,Chamaecyparis,,20100316,,,,,,,,,,group of 4,49.2704151308175,-123.25296433779357
6664,,Cotinus,,20100316,,,,,,,,,,shrub,49.26838514285039,-123.25461386550892
6665,,Cotinus,,20100316,,,,,,,,,,shrub,49.26837120704198,-123.25463161268605
8806,,Acer,,20100316,,,,,,,,,,,49.26771031174029,-123.26013595122194
8807,,Acer,,20100316,,,,,,,,,,,49.267707672655284,-123.26004599184716
8810,,Acer,,20100316,,,,,,,,,,,49.26763558541885,-123.2600873835948
8825,,Abies,,20100316,,,,,,,,,,,49.26752645747097,-123.26004015697113
6867,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26734271853494,-123.25905510122848
6868,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267364585518585,-123.25900952781335
6869,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26735984162147,-123.25896610786462
6870,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26732434015746,-123.25896091863524
6895,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267315306487006,-123.25877131583115
6893,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26722856698086,-123.25867552103541
6905,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26725968869579,-123.25853884025531
6904,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26729266831224,-123.25850244636462
6998,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26741930083939,-123.25842052928479
6999,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26743777198937,-123.25842920582221
6901,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267453956410584,-123.25857424296112
9820,,Fraxinus,,20100316,,,,,,,,,,,49.27049018932909,-123.24879886537227
6897,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267464225900724,-123.25865075439256
8786,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26836737968425,-123.26104998776185
6796,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26677372815849,-123.25927568904847
6798,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26679259157036,-123.25923860624839
6800,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266743334422564,-123.25921547015679
6801,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266702036677785,-123.25919013116432
6802,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26667806872065,-123.25920105286892
6805,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266623737638476,-123.25912325202111
6807,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266626623086594,-123.25906638697
6808,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.266599288967015,-123.25910305560267
6829,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26691640239007,-123.2591564860328
6774,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267281439899115,-123.25929675899623
6773,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.267221179050495,-123.25936053913904
6745,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26736860162142,-123.25968970589543
6747,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26731337290687,-123.25955355797082
8516,,Chamaecyparis,,20100316,,,,,,,,,,,49.267584482105036,-123.26085895637316
8515,,Chamaecyparis,,20100316,,,,,,,,,,,49.26757058706005,-123.26083869887307
8526,,Juniperus,,20100316,,,,,,,,,,,49.267416896086,-123.26137592552236
8529,,Betula,,20100316,,,,,,,,,,,49.267398216831836,-123.26165602042087
8531,,Betula,,20100316,,,,,,,,,,,49.26739371669555,-123.26190686373725
8534,,Prunus,,20100316,,,,,,,,,,,49.26735590438017,-123.26210641307507
8555,,Picea,,20100316,,,,,,,,,,,49.267015540027785,-123.26170438812736
8706,,Prunus,,20100316,,,,,,,,,,,49.267521741326654,-123.26021473865225
8708,,Cornus,,20100316,,,,,,,,,,,49.26753196416535,-123.2601972611108
9813,,Fraxinus,,20100316,,,,,,,,,,,49.27015737263448,-123.24955318087652
9814,,Fraxinus,,20100316,,,,,,,,,,,49.270186443662254,-123.2494872193846
9815,,Fraxinus,,20100316,,,,,,,,,,,49.27028005637707,-123.24930778561375
9817,,Fraxinus,,20100316,,,,,,,,,,,49.27036393976105,-123.24918834419951
9818,,Fraxinus,,20100316,,,,,,,,,,,49.270380393118096,-123.24907685069797
9566,,Fagus,,20100316,,,,,,,,,,,49.26424218667846,-123.25479610232252
9991792,,,,20100316,,,,,,,,,,,49.26751641280004,-123.25992089987912
9582,,Betula,,20100316,,,,,,,,,,,49.26648054875255,-123.25145250732479
8845,,,,20100316,,,,,,,,,,,49.26727052509171,-123.2602992976309
9586,,Magnolia,,20100316,,,,,,,,,,,49.267901837429704,-123.25426829489545
9585,,Magnolia,,20100316,,,,,,,,,,,49.2679448479616,-123.25415752786014
9607,,Chamaecyparis,,20100316,,,,,,,,,,,49.266606058758704,-123.25339229982649
9606,,Chamaecyparis,,20100316,,,,,,,,,,,49.266622728172436,-123.25340606881082
9603,,Chamaecyparis,,20100316,,,,,,,,,,,49.26662462072486,-123.25343725599241
9611,,Chamaecyparis,,20100316,,,,,,,,,,,49.26660585526815,-123.25334111477369
9609,,Chamaecyparis,,20100316,,,,,,,,,,,49.2666382935013,-123.25337119789216
9378,,Acer,,20100316,,,,,,,,,,,49.2649175809328,-123.26044801046798
9385,,Acer,,20100316,,,,,,,,,,,49.265032501078004,-123.26035861970287
9390,,Acer,,20100316,,,,,,,,,,,49.26514603848489,-123.26028125368235
9140,,Prunus,,20100316,,,,,,,,,,,49.26428626640332,-123.25979701499392
9126,,Picea,,20100316,,,,,,,,,,,49.263762520503285,-123.2595157678913
9127,,Picea,,20100316,,,,,,,,,,,49.26390776347969,-123.25970596758758
9130,,Picea,,20100316,,,,,,,,,,,49.26398620553809,-123.25995508903203
9134,,Picea,,20100316,,,,,,,,,,,49.26417708391499,-123.25988236739416
8980,,Malus,,20100316,,,,,,,,,,,49.26467787441063,-123.25599577972724
8981,,Chamaecyparis,,20100316,,,,,,,,,,,49.26456682651137,-123.25646799013195
8940,,Chamaecyparis,,20100316,,,,,,,,,,,49.26589533701128,-123.25740518885046
8996,,Magnolia,,20100316,,,,,,,,,,,49.263421243352454,-123.25660860473121
8995,,Magnolia,,20100316,,,,,,,,,,,49.263447465125424,-123.25657101866163
8994,,Magnolia,,20100316,,,,,,,,,,,49.263477357681104,-123.25658089794926
9020,,Acer,,20100316,,,,,,,,,,,49.263955088325936,-123.25725198207869
8999,,Prunus,,20100316,,,,,,,,,,,49.26455348212593,-123.25736281440031
9000,,Prunus,,20100316,,,,,,,,,,,49.26460810856637,-123.25740629190356
9218,,Pinus,,20100316,,,,,,,,,,,49.26489091711685,-123.25864052002896
8090,,,,20100316,,,,,,,,,,,49.26753251834927,-123.26201312990766
8089,,,,20100316,,,,,,,,,,,49.26749016909408,-123.2620110582295
9220,,Prunus,,20100316,,,,,,,,,,,49.26496805035449,-123.25811350076636
9207,,Acer,,20100316,,,,,,,,,,,49.26552576784115,-123.25876146531553
9046,,Chamaecyparis,,20100316,,,,,,,,,,,49.26374310907071,-123.2569280712727
6822,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.26640239481806,-123.25905359537774
9821,,Magnolia,,20100316,,,,,,,,,,,49.27053279395016,-123.24848004667759
9991790,,,,20100316,,,,,,,,,,,49.26940057943457,-123.2553590240746
9991791,,,,20100316,,,,,,,,,,,49.26941253471692,-123.25578329646417
6564,,,,20100316,,,,,,,,,,,49.26940328291093,-123.25587440550763
9175,,Thuja,plicata,20100316,,,,,,,,,,,49.265481401009495,-123.25992192682547
9173,,Thuja,plicata,20100316,,,,,,,,,,,49.26546401339675,-123.25986148051828
9171,,Thuja,plicata,20100316,,,,,,,,,,,49.26541784712719,-123.25990672899995
6563,,,,20100316,,,,,,,,,,,49.269363215568625,-123.25589836418034
6562,,,,20100316,,,,,,,,,,,49.269441186941584,-123.25595399580233
6561,,,,20100316,,,,,,,,,,,49.269447974979876,-123.25600788189627
6560,,,,20100316,,,,,,,,,,,49.269398926311425,-123.25602881107011
6570,,,,20100316,,,,,,,,,,,49.26959992300067,-123.25609390208201
6571,,,,20100316,,,,,,,,,,,49.26960220395977,-123.25620112406236
6572,,,,20100316,,,,,,,,,,,49.269630737309186,-123.25624225094602
6574,,,,20100316,,,,,,,,,,,49.26965945079732,-123.25627474887068
6575,,,,20100316,,,,,,,,,,,49.26971327436109,-123.2562687373414
6576,,,,20100316,,,,,,,,,,,49.26972811334927,-123.25615371335681
6578,,,,20100316,,,,,,,,,,,49.269853512231094,-123.25602248950237
6579,,,,20100316,,,,,,,,,,,49.269887843398166,-123.25600256994353
6580,,,,20100316,,,,,,,,,,,49.269924306292964,-123.25598880052577
6581,,,,20100316,,,,,,,,,,,49.26995193904964,-123.25599187698054
6583,,,,20100316,,,,,,,,,,,49.26998296707954,-123.25585950151336
6584,,,,20100316,,,,,,,,,,,49.26998909513978,-123.25580970108818
6567,,,,20100316,,,,,,,,,,,49.26958595856093,-123.255869498442
9393,,Fraxinus,americana,20100316,,,,,,,,,,,49.265271678499396,-123.26024679992736
9394,,Thuja,plicata,20100316,,,,,,,,,,,49.265311955158936,-123.26026690642786
6592,,,,20100316,,,,,,,,,,,49.269631643419046,-123.25579312238285
6593,,,,20100316,,,,,,,,,,,49.26967663595018,-123.25580395616096
6595,,,,20100316,,,,,,,,,,,49.269703279072786,-123.25569209979665
9822,,Fagus,,20100316,,,,,,,,,,,49.27057785670716,-123.24865715978817
6597,,,,20100316,,,,,,,,,,,49.269703669978746,-123.25564633752809
9445,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26634805906052,-123.26022293865354
8868,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.2659883911456,-123.25719898208337
8870,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26606185881278,-123.25714556339248
9249,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26408203294957,-123.25789169961374
9826,,Magnolia,,20100316,,,,,,,,,,,49.27074476438912,-123.2483983621224
8802,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26773830527484,-123.26012177253737
8803,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26778426552435,-123.26007456778179
9044,,Chamaecyparis,,20100316,,,,,,,,,,,49.26369288915836,-123.25695095517469
9746,,Magnolia,,20100316,,,,,,,,,,,49.26681109662445,-123.24834536387036
9744,,Magnolia,,20100316,,,,,,,,,,,49.2668375963317,-123.24861690795323
9741,,Magnolia,,20100316,,,,,,,,,,,49.26667847621267,-123.24863373567844
9742,,Magnolia,,20100316,,,,,,,,,,,49.26667201803212,-123.24870252139141
9738,,Magnolia,,20100316,,,,,,,,,,,49.266563250853366,-123.24871412019702
9736,,Magnolia,,20100316,,,,,,,,,,,49.266417175991805,-123.24906939779441
9991793,,,,20100316,,,,,,,,,,,49.2678401733845,-123.26117285674046
9991794,,,,20100316,,,,,,,,,,,49.26780785270774,-123.26123173949678
6787,,Thuja,plicata,20100316,,,,,,,,,,,49.26692453156072,-123.25938929868082
9010,,,,20100316,,,,,,,,,,,49.26441381375555,-123.25751405259234
9009,,,,20100316,,,,,,,,,,,49.26442622483878,-123.25754899065245
9008,,,,20100316,,,,,,,,,,,49.26444926975252,-123.25754169523212
9007,,,,20100316,,,,,,,,,,,49.26445830292452,-123.25755574002532
4636,,,,20100316,,,,,,,,,,,49.26450264025599,-123.2573208177543
8913,,,,20100316,,,,,,,,,,,49.26650859331878,-123.25767697737277
8919,,,,20100316,,,,,,,,,,,49.26652796554438,-123.25772370007186
6873,,Thuja,plicata,20100316,,,,,,,,,,,49.26713184256646,-123.25889030062231
6879,,Acer,palmatum,20100316,,,,,,,,,,,49.26710985148585,-123.25886080843969
9851,,Fraxinus,,20100316,,,,,,,,,,,49.27007466910397,-123.25040583856493
6881,,Pinus,parviflora,20100316,,,,,,,,,,,49.2671277780479,-123.25877085468696
6884,,Pinus,thunbergiana,20100316,,,,,,,,,,,49.26708312090157,-123.258569741503
8191,,Chamaecyparis,obtusa,20100316,,,,,,,,,,,49.26663979484434,-123.25804212341922
6926,,Pinus,thunbergiana,20100316,,,,,,,,,,,49.26691324951438,-123.25839260278167
6959,,Thuja,plicata,20100316,,,,,,,,,,,49.267008315855286,-123.25806236673644
6955,,Acer,macrophyllum,20100316,,,,,,,,,,,49.26700271837581,-123.25798129496599
6516,,Tsuga,canadensis,20100316,,,,,,,,,,,49.27142299681056,-123.25635468838216
6506,,Ginkgo,biloba,20100316,,,,,,,,,,,49.27139441980045,-123.256664723145
6507,,Ginkgo,biloba,20100316,,,,,,,,,,,49.27145552977218,-123.25668652233571
6883,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.26705680433545,-123.25865984107787
6518,,Chamaecyparis,pisifera,20100316,Filifera,,,,,,,,,,49.27143892226626,-123.25628884393095
6596,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26963942403132,-123.25563715706316
6604,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.26997792426759,-123.25553273980563
6610,,Pseudotsuga,menziesii,20100316,,,,,,,,,,,49.27023854188626,-123.2554495738701
9806,,Magnolia,,20100316,,,,,,,,,,,49.26998136392553,-123.25024169746659
9545,,Fraxinus,,20100316,,,,,,,,,,,49.2667192084515,-123.25712203694198
9991796,,,,20100316,,,,,,,,,,,49.26711166792627,-123.25920773658363
6523,,Chamaecyparis,obtusa,20100316,,,,,,,,,,,49.27150042711029,-123.25609851599282
6544,,Chamaecyparis,obtusa,20100316,Graciosa,,,,,,,,,,49.27154824980649,-123.25606334480372
6543,,Chamaecyparis,obtusa,20100316,Graciosa,,,,,,,,,,49.27156007136653,-123.25607102861734
6524,,Chamaecyparis,obtusa,20100316,Nana,,,,,,,,,,49.271641344862196,-123.25611525506679
6531,,Chamaecyparis,obtusa,20100316,Nana,,,,,,,,,,49.271723570104164,-123.25640804966869
6536,,Taxus,baccata,20100316,,,,,,,,,,,49.27170848974546,-123.25654659651575
6545,,Morus,alba,20100316,,,,,,,,,,,49.27104326480111,-123.2562887422091
6546,,Acer,palmatum,20100316,,,,,,,,,,,49.270946429054575,-123.25638387345852
6707,,Ilex,aquifolium,20100316,,,,,,,,,,,49.268539642831705,-123.25857240454984
6706,,Acer,palmatum,20100316,,,,,,,,,,,49.268590396736386,-123.25851722657961
6711,,Acer,palmatum,20100316,,,,,,,,,,,49.26859648281821,-123.25840868815015
6697,,Acer,palmatum,20100316,,,,,,,,,,,49.26918483481141,-123.2574792745542
6696,,,,20100316,,,,,,,,,,,49.269223363945834,-123.2570963396307
6689,,Cornus,florida,20100316,,,,,,,,,,,49.26884165711804,-123.25675961821578
6690,,Prunus,serrulata,20100316,,,,,,,,,,,49.268810975206485,-123.25682808769508
6692,,Parrotia,persica,20100316,,,,,,,,,,,49.26874055189793,-123.25709414836932
