TREEID,FAMILY,TAXA,COMMON_NAME,TAG,TAGID,LIVE_TREE,DBH,THEIGHT,HEIGHT_LIVETOP,HEIGHT_LIVEBASE,CROWNWIDTH1,CROWNWIDTH2,CANOPYMISSING,CROWN_LIGHTEXP,NUM_STEMS,TEAM,TREE_TYPE,DATE_MEASURE,TREE_ID_YR,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
6084,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220154
4932,,Cornus florida,Flowering Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220318
1979,,Quercus rubra,Northern Red Oak,N,,Live,79,22.28,22.28,0.9500000000000001,23.04,21,40,4,,10,,,,,PLAN,20190614175918,PLAN,20190620220229
6421,,Tsuga heterophylla,Pacific Hemlock,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190620220140
3243,,Tsuga heterophylla,Pacific Hemlock,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190620220013
3154,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220003
6482,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220308
3924,,Cornus kousa,Japanese Dogwood,N,,Live,7,7,7,1.5,3.5,2.7,50,5,,8,,,,,PLAN,20190614175927,PLAN,20190620220233
6117,,Tsuga heterophylla,Pacific Hemlock,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220159
2234,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220112
3140,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220001
3194,,Quercus robur,Pedunculate Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190620220009
3962,,Cornus kousa,Japanese Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190620220322
7142,,Thuja plicata,Pacific Red-Cedar,N,,Live,5,4.26,4.03,0.38,1.8,1.6,10,2,,5,,,,"TREEID: M7 - 49.263822, -123.253156",PLAN,20190620210629,PLAN,20190620220330
4528,,Pyrus domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190620215224
4107,,Acer palmatum,Japanese Maple,N,,Live,50,6.97,6.97,0.78,5.4,4.65,30,3,,6,,,,,PLAN,20190614175922,PLAN,20190620220243
2246,,Ginkgo biloba,Ginkgo,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220112
2917,,Picea omorika,Serbian Spruce,N,,Live,18,10.120000000000001,10.120000000000001,0,3.3000000000000003,3.5,10,4,,4,,,,,PLAN,20190614175928,PLAN,20190620220234
4313,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190620220212
2608,,Acer platanoides,Norway Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220120
4369,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620220040
4953,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190620220309
3128,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220001
4850,,Betula pendula,European White Birch,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220309
7141,,Acer x freemanii 'Armstrong',,N,,Live,272,14.231,,2.4,3.6,3.5,10,5,,7,,,,TREEID: x:4181587.54;y:5456531.96 - x:481587.54;y:5456531.96,PLAN,20190620210629,PLAN,20190620212842
5242,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175833,PLAN,20190620220312
4881,,Abies grandis,Grand Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220054
4428,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190620220045
3841,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220209
3135,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220001
2041,,Catalpa speciosa,Indian-Bean,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190620220214
5206,,Cornus florida,Flowering Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175814,PLAN,20190620215950
4943,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220100
3543,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220208
5223,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190620215952
1922,,Quercus rubra,Northern Red Oak,Y,5611,Live,115,28.79,28.79,6.58,25.38,18.6,15,4,,10,,,,,PLAN,20190614175930,PLAN,20190620220253
4957,,Taxus baccata,Yew,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190620220100
4342,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620215958
3553,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220209
5202,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175813,PLAN,20190620215950
6098,,Quercus ilex,Evergreen Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220158
4443,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190620220048
2575,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220113
2595,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220115
6530,,Magnolia grandiflora,Bull Bay,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220309
3355,,Tilia cordata,Linden,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190620220204
4958,,Taxus baccata,Yew,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190620220100
4394,,Acer circinatum,Vine Maple,N,,Live,,,,,,,,,,9,,,,,PLAN,20190614175920,PLAN,20190620220239
6150,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220200
3934,,Cornus kousa,Japanese Dogwood,N,,Live,4,3.5500000000000003,2.45,1.1,1.3,1.2,5,2,,8,,,,,PLAN,20190614175920,PLAN,20190620220239
4373,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620220041
4152,,Magnolia grandiflora,Bull Bay,N,,Live,9,4.22,3.94,0.4,3.75,3.7,5,5,,5,,,,,PLAN,20190614175919,PLAN,20190620220236
3926,,Cornus kousa,Japanese Dogwood,N,,Live,4,3.75,2.7,1.05,1.4000000000000001,1,5,2,,8,,,,,PLAN,20190614175927,PLAN,20190620220233
3881,,Stewartia pseudocamellia,Korean Stewartia,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190620220146
3152,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220003
5143,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175832,PLAN,20190620220038
3533,,Platanus x hispanica,London Plane,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220208
1935,,Quercus rubra,Northern Red Oak,N,,Live,58,21.38,18.81,2.57,21.1,18.2,8,2,,11,,,,,PLAN,20190614175919,PLAN,20190620220235
3029,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190620220023
6440,,Tsuga heterophylla,Pacific Hemlock,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190620220141
2610,,Carpinus betulus,European Hornbeam,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220120
5330,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190620215223
6410,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190620220139
4841,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220328
4142,,Acer circinatum,Vine Maple,N,,Live,12,5.13,4.22,0.2,4.6000000000000005,2.94,20,2,,5,,,,,PLAN,20190614175910,PLAN,20190620220218
5072,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190620220323
5158,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190620215958
1994,,Quercus rubra,Northern Red Oak,N,,Live,21,16.66,16.66,5.55,8.1,6.6000000000000005,40,4,,10,,,,,PLAN,20190614175931,PLAN,20190620220300
5414,,Amelanchier alnifolia,Pacific Serviceberry,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190620220123
4463,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190620220024
2906,,Cercidiphyllum japonicum,Katsura-Tree,Y,5981,Live,24,7.99,7.99,2.1,7.15,7,0,3,,3,,,,,PLAN,20190614175928,PLAN,20190620220301
2193,,Gleditsia triacanthos,Three-Thorn-Acacia,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220121
4100,,Magnolia grandiflora,Bull Bay,N,,Live,40,7.45,7.45,1.9000000000000001,4.65,3.75,50,2,,6,,,,,PLAN,20190614175917,PLAN,20190620220309
2584,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190620220113
5292,,Acer platanoides,Norway Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620220036
3155,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220003
5416,,Magnolia grandiflora,Bull Bay,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190620220123
6499,,Tsuga heterophylla,Pacific Hemlock,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220129
5312,,Pseudotsuga menziesii,Douglas-Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190620220305
5251,,Quercus garryana,Garry Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175834,PLAN,20190620220039
2953,,Quercus rubra,Northern Red Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220110
1951,,Abies bracteata,Bristlecone Fir,N,,Live,32,20.14,18.740000000000002,1.4000000000000001,9.6,7.5,15,2,,8,,,,,PLAN,20190614175930,PLAN,20190620220252
6102,,Catalpa speciosa,Indian-Bean,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220158
3874,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190620220144
3260,,Liquidambar styraciflua,Alligator-Wood,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190620220017
4448,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190620220024
3357,,Tilia cordata,Linden,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190620220205
2988,,Populus,"Aspen, Cottonwood, Poplar",,,,,,,,,,,,,,,,,,PLAN,20190614175825,PLAN,20190620220333
2116,,Chamaecypairs Pisifera Squarossa,,Y,,Live,64,17.2,17.2,3.2,10.98,10.52,15,5,,9,,,,,PLAN,20190614175931,PLAN,20190620215254
5434,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190620220152
4864,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220054
7043,,Quercus robur,Pedunculate Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190620220134
4403,,Cupressus,Cypress,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190620220043
5033,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175841,PLAN,20190620220048
5037,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175841,PLAN,20190620220049
3038,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190620220023
6151,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220200
2921,,Arbutus menziesii,Pacific Madrone,N,,Live,6,7.04,7.04,1.21,6.6000000000000005,5.45,15,4,,3,,,,,PLAN,20190614175929,PLAN,20190620220303
1962,,Quercus rubra,Northern Red Oak,N,,Live,31,16.17,13.6,2.57,9.700000000000001,9.5,5,3,,11,,,,,PLAN,20190614175927,PLAN,20190620220233
5044,,Pseudotsuga menziesii,Douglas-Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175842,PLAN,20190620220049
5088,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175831,PLAN,20190620220030
5092,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175831,PLAN,20190620220030
3916,,Cornus kousa,Japanese Dogwood,N,,Live,7,6,6,1.7,4.1,2.5,30,4,,8,,,,,PLAN,20190614175925,PLAN,20190620220247
6591,,Platanus x hispanica,London Plane,,,,,,,,,,,,,,,,,,PLAN,20190614175903,PLAN,20190620220152
4258,,Lagerstroemia faurei,,N,,Live,5,2.9,2.9,1.6,1.4000000000000001,1.28,7,3,,3,,,,,PLAN,20190614175913,PLAN,20190620215252
2195,,Gleditsia triacanthos,Three-Thorn-Acacia,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220121
4158,,Nyssa,Tupelo,N,,Live,33,4.79,4.79,1.24,4.2700000000000005,3.86,5,5,,6,,,,,PLAN,20190614175917,PLAN,20190620220317
5250,,Arbutus menziesii,Pacific Madrone,,,,,,,,,,,,,,,,,,PLAN,20190614175834,PLAN,20190620220039
5175,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190620215948
4290,,Thuja occidentalis,Northern White-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220210
3914,,Cornus kousa,Japanese Dogwood,N,,Live,8,7.6000000000000005,7.6000000000000005,1.5,3.6,3.5,25,3,,8,,,,,PLAN,20190614175928,PLAN,20190620220300
2210,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220122
4194,,Acer palmatum,Japanese Maple,Y,7709,Live,10,4,3.5,1.7,4.9,4.8,5,3,,5,,,,,PLAN,20190614175913,PLAN,20190620220220
2843,,Ilex,Holly,N,,Live,10,5.09,5.09,1.48,2.5100000000000002,3.15,10,2,,4,,,,,PLAN,20190614175919,PLAN,20190620220236
3341,,Acer pensylvanicum,Striped Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190620220204
5077,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190620220029
5230,,Cornus florida,Flowering Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190620215952
3942,,Cornus kousa,Japanese Dogwood,N,,Live,5,4.9,4.9,0,1.2,1.1,5,3,,8,,,,,PLAN,20190614175931,PLAN,20190620220258
6588,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175903,PLAN,20190620220151
6444,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190620220141
3173,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190620220006
6534,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220131
3328,,Tilia cordata,Linden,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190620220149
3273,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175822,PLAN,20190620220019
2218,,Ginkgo biloba,Ginkgo,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220111
2955,,Styrax japonicus,Japanese Snowbell,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220111
2915,,Quercus robur,Pedunculate Oak,Y,5954,Live,75,18.51,18.51,1.87,20.6,16.2,25,4,,3,,,,,PLAN,20190614175920,PLAN,20190620220239
6602,,Stewartia pseudocamellia,Korean Stewartia,,,,,,,,,,,,,,,,,,PLAN,20190614175904,PLAN,20190620220148
4093,,Pseudotsuga menziesii,Douglas-Fir,N,,Live,51,8.76,8.76,0.2,5.4,4.5,0,3,,6,,,,,PLAN,20190614175910,PLAN,20190620220219
4400,,Abies grandis,Grand Fir,N,,Live,,,,,,,,,,9,,,,,PLAN,20190614175919,PLAN,20190620220228
3987,,Acer circinatum,Vine Maple,N,,Live,4,2.5,2.5,0,1.6,1.3,5,3,,8,,,,,PLAN,20190614175916,PLAN,20190620220221
6431,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190620220318
4891,,Picea sitchensis,Sitka Spruce,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220341
2674,,Quercus garryana,Garry Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190620220119
4483,,Ilex,Holly,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190620220341
5259,,Quercus garryana,Garry Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175835,PLAN,20190620220040
2853,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220108
3056,,Zelkova serrata,Saw-Leaf Zelkova,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190620215954
3889,,Cornus kousa,Japanese Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190620220148
5358,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190620220323
4322,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190620220212
5297,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620215221
4906,,Malus fusca,Oregon Crab Apple,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220058
4936,,Liquidambar styraciflua,Alligator-Wood,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220100
3300,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190620215942
2822,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220107
1995,,Quercus rubra,Northern Red Oak,Y,7743,Live,38,12.31,12.31,3.68,10.4,9.6,45,5,,10,,,,,PLAN,20190614175927,PLAN,20190620220234
5186,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175812,PLAN,20190620215949
6612,,Stewartia pseudocamellia,Korean Stewartia,,,,,,,,,,,,,,,,,,PLAN,20190614175905,PLAN,20190620220148
5151,,Quercus robur,Pedunculate Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190620220023
3554,,Prunus armeniaca,Siberian Apricot,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220209
2927,,Cercidiphyllum japonicum,Katsura-Tree,N,,Live,23,9.49,9.49,2.24,5.6000000000000005,4.63,10,5,,3,,,,,PLAN,20190614175928,PLAN,20190620220301
2890,,Chamaecyparis pisifera,Sawara-Cypress,N,,Live,76,21.84,21.84,3.84,8.3,7.24,13,2,,3,,,,,PLAN,20190614175914,PLAN,20190620220220
5344,,Pinus thunbergii,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190620220330
5283,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620215219
6483,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220340
5281,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620215218
4537,,Corylus,"Filbert, Hazel",N,,Live,20,6.390000000000001,6.390000000000001,0.4,8.1,7.2,5,4,,4,,,,,PLAN,20190614175916,PLAN,20190620220222
3975,,Cornus kousa,Japanese Dogwood,N,,Live,5,4.9,3.65,1.25,1.7,1.6,1,3,,8,,,,,PLAN,20190614175931,PLAN,20190620220257
4362,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620220000
2716,,Fraxinus americana,American Ash,N,,Live,40,7.49,7.49,1.28,6.6000000000000005,5.25,15,5,,6,,,,,PLAN,20190614175919,PLAN,20190620220237
3268,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190620220018
6124,,Tsuga heterophylla,Pacific Hemlock,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220200
3915,,Cornus kousa,Japanese Dogwood,N,,Live,6,6.4,6.4,1.7,4.4,3.5,30,4,,8,,,,,PLAN,20190614175917,PLAN,20190620220223
5183,,Stewartia pseudocamellia,Korean Stewartia,,,,,,,,,,,,,,,,,,PLAN,20190614175812,PLAN,20190620220333
3109,,Acer palmatum,Japanese Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620215948
3992,,Acer circinatum,Vine Maple,N,,Live,3,3.9,3.2,0.7000000000000001,1.5,1.4000000000000001,0,3,,8,,,,,PLAN,20190614175919,PLAN,20190620220238
5419,,Hamamelis,Witch-Hazel,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190620220123
4941,,Betula pendula,European White Birch,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220100
6643,,Prunus serrulata,Japanese Cherry,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190620220133
2772,,Prunus serrulata,Japanese Cherry,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190620220132
2001,,Quercus rubra,Northern Red Oak,Y,7750,Live,80,15.52,15.52,2.79,16.2,14.700000000000001,30,4,,10,,,,,PLAN,20190614175929,PLAN,20190620220251
4395,,Acer circinatum,Vine Maple,N,,Live,,,,,,,,,,9,,,,,PLAN,20190614175911,PLAN,20190620220230
2646,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190620220118
5299,,Abies grandis,Grand Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190620220321
4256,,Amelanchier grandiflora,,N,,Live,5,3.46,3.46,1.73,3,2.27,35,4,,3,,,,,PLAN,20190614175930,PLAN,20190620215253
4878,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190620220054
5323,,Pseudotsuga menziesii,Douglas-Fir,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190620220326
3046,,Pinus koraiensis,Korean Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175809,PLAN,20190620215953
2841,,Cryptomeria japonica,Japanese Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190620220108
6450,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190620220119
5180,,Zelkova serrata,Saw-Leaf Zelkova,,,,,,,,,,,,,,,,,,PLAN,20190614175812,PLAN,20190620215949
3119,,Ulmus americana,American Elm,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190620220000
5168,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190620215210
7108,,Thuja plicata 'Zebrina',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190620215244
3023,,Prunus serrulata,Japanese Cherry,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190620220022
5108,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175831,PLAN,20190620220031
3552,,Ilex aquifolium,English Holly,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190620220209
6517,,Pinus nigra,Black Pine,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220130
5020,,Acer platanoides,Norway Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175841,PLAN,20190620220104
3196,,Liquidambar styraciflua,Alligator-Wood,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190620220010
3928,,Cornus kousa,Japanese Dogwood,N,,Live,4,4.55,3.6,0.9500000000000001,1.45,0.7000000000000001,1,2,,8,,,,,PLAN,20190614175922,PLAN,20190620220243
2904,,Cercidiphyllum japonicum,Katsura-Tree,Y,5979,Live,13,7.94,7.94,0.77,6.4,6.4,0,3,,3,,,,,PLAN,20190614175919,PLAN,20190620220235
2668,,Nyssa,Tupelo,N,,Live,25,3.94,3.94,1.6300000000000001,3,2.9,50,5,,6,,,,,PLAN,20190614175911,PLAN,20190620220203
3339,,Platanus x hispanica,London Plane,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190620220203
4913,,Acer macrophyllum,Pacific Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190620220058
5228,,Cornus nuttallii,Pacific Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190620215952
5208,,Cornus florida,Flowering Dogwood,,,,,,,,,,,,,,,,,,PLAN,20190614175814,PLAN,20190620215951
2884,,Amelanchier grandiflora,,N,,Live,8,4.74,4.28,1.93,3,2.75,5,3,,3,,,,,PLAN,20190614175911,PLAN,20190620215250
2850,,Acer rubrum,Red Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190620220108
4352,,Acer circinatum,Vine Maple,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620220341
1965,,Quercus rubra,Northern Red Oak,N,,Live,36,15.27,12.700000000000001,2.57,10.3,9.5,5,3,,11,,,,,PLAN,20190614175910,PLAN,20190620220219
4412,,Thuja plicata,Pacific Red-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190620220043
2082,,Quercus rubra,Northern Red Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190620220218
2925,,Cercidiphyllum japonicum,Katsura-Tree,Y,5982,Live,18,9.950000000000001,9.950000000000001,2.27,6.45,5.05,5,2,,3,,,,,PLAN,20190614175931,PLAN,20190620220258
6090,,Liriodendron tulipifera,Tulip-Poplar,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190620220156
3159,,Quercus palustris,Pin Oak,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190620220003
6503,,Calocedrus decurrens,California Incense-Cedar,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190620220129
4387,,Malus fusca,Oregon Crab Apple,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190620220042
