TREEID,FAMILY,TAXA,COMMON_NAME,TAG,TAGID,LIVE_TREE,DBH,THEIGHT,HEIGHT_LIVETOP,HEIGHT_LIVEBASE,CROWNWIDTH1,CROWNWIDTH2,CANOPYMISSING,CROWN_LIGHTEXP,NUM_STEMS,TEAM,TREE_TYPE,DATE_MEASURE,TREE_ID_YR,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
3307,,Quercus robur 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190614175811
3314,,Cedrus atlantica *,,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190614175811
3317,,PInus nigra,,,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20190614175811
3080,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190614175816
3081,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3082,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3083,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3084,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3092,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3095,,Cercis silaquastrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3096,,Ulmus glabra 'Camperdownii',,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3101,,Laburnum x watereri 'Vossii',,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3104,,Chamaecyparis,,,,,,,,,,,,,,,,,,,PLAN,20190614175817,PLAN,20190614175817
3106,,Chamaecyparis pisifera 'Filifera',,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3112,,Laburnum x watereri 'Vossii',,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3115,,Chamaecyparis pisifera squarossa group,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3116,,Chamaecyparis pisifera squarossa group,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
5225,,Crataegus lavalleei,,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190614175816
5226,,Crataegus lavalleei,,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190614175816
5236,,Prunus serrulata 'Autumnalis',,,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20190614175816
3042,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175809,PLAN,20190614175809
3043,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175809,PLAN,20190614175809
3044,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175809,PLAN,20190614175809
3048,,PInus nigra,,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3050,,Magnolia soulangeana,,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3061,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3062,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3063,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3064,,Prunus yedoenisis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3065,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
3073,,Ginko biloba,,,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20190614175810
5159,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
5160,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190614175828
5161,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190614175828
4337,,Acer glabrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190614175828
4338,,Acer glabrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175828,PLAN,20190614175828
3117,,Chamaecyparis pisifera squarossa group,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3122,,Chamaecyparis,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3124,,Chamaecyparis,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3125,,Chamaecyparis,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3129,,Acer palmatum var. dissectum 'Atropurpureum',,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3131,,Chamaecyparis pisifera 'Filifera',,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3132,,Chamaecyparis pisifera squarossa group,,,,,,,,,,,,,,,,,,,PLAN,20190614175818,PLAN,20190614175818
3198,,Cercis canadensis 'Forest Pansy',,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190614175819
3200,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175819,PLAN,20190614175819
3206,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175820,PLAN,20190614175820
3216,,Quercus robur* check,,,,,,,,,,,,,,,,,,,PLAN,20190614175820,PLAN,20190614175820
3226,,Quercus myrsinifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175820,PLAN,20190614175820
3227,,Quercus myrsinifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175820,PLAN,20190614175820
3241,,Quercus frainetto 'Forest Green',,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190614175821
3247,,Liquidambar styraciflula,,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190614175821
3252,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175821,PLAN,20190614175821
3276,,PInus nigra,,,,,,,,,,,,,,,,,,,PLAN,20190614175822,PLAN,20190614175822
3279,,PInus nigra,,,,,,,,,,,,,,,,,,,PLAN,20190614175822,PLAN,20190614175822
2970,,Carpinus tchonoskii,,,,,,,,,,,,,,,,,,,PLAN,20190614175823,PLAN,20190614175823
2971,,Carpinus tchonskii,,,,,,,,,,,,,,,,,,,PLAN,20190614175823,PLAN,20190614175823
2989,,Malus crabapple,,,,,,,,,,,,,,,,,,,PLAN,20190614175825,PLAN,20190614175825
2990,,Malus crabapple,,,,,,,,,,,,,,,,,,,PLAN,20190614175825,PLAN,20190614175825
2999,,Crataegus prunifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3000,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3001,,Acer rubrum 'Bowhall',,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3002,,Acer rubrum 'Bowhall',,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3003,,Acer rubrum 'Bowhall',,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3004,,Acer rubrum 'Bowhall',,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3005,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3008,,Trochodendron aralioides,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3009,,Betula pendula 'Dalecarlica',,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3010,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3011,,Heptacodium miconioides,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3012,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175826,PLAN,20190614175826
3016,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3017,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3018,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3019,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3020,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3021,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3025,,PInus nigra,,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3028,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3033,,Cedrus atlantica 'Glauca',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3034,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
3035,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4159,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4179,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4180,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4181,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4182,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4183,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4184,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4185,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4186,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4187,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4188,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4189,,Carpinus betula 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175827,PLAN,20190614175827
4469,,Betula pendula 'Dalearica',,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190614175830
4471,,Aralia elata,,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190614175830
4053,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190614175830
5064,,dead,,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190614175830
5068,,Acer glabrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20190614175830
5267,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190614175836
5268,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190614175836
5269,,Pyrus pyrifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190614175836
5270,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190614175836
5284,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190614175836
5285,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20190614175836
5135,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175832,PLAN,20190614175832
5138,,Cupressus nootkatensis 'Aurea',,,,,,,,,,,,,,,,,,,PLAN,20190614175832,PLAN,20190614175832
4390,,Acer glabrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190614175829
4413,,Chamaecyparis pisifera filifera group,,,,,,,,,,,,,,,,,,,PLAN,20190614175829,PLAN,20190614175829
2694,,Prunus cerasifera 'Pissardii Nigra',,,,,,,,,,,,,,,,,,,PLAN,20190614175842,PLAN,20190614175842
2713,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175842,PLAN,20190614175842
2728,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175842,PLAN,20190614175842
2729,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2730,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2731,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2732,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2733,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
5325,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190614175837
5326,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190614175837
5327,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190614175837
5328,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190614175837
4538,,Chamaecyparis pisifera squarrosa group,,,,,,,,,,,,,,,,,,,PLAN,20190614175837,PLAN,20190614175837
4832,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190614175838
4866,,Albus rubra,,,,,,,,,,,,,,,,,,,PLAN,20190614175838,PLAN,20190614175838
4939,,Cornus controversia 'Variegata',,,,,,,,,,,,,,,,,,,PLAN,20190614175839,PLAN,20190614175839
4948,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190614175840
4949,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190614175840
4950,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190614175840
4980,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175840,PLAN,20190614175840
2815,,Cupressus lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2817,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2818,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2819,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2820,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2828,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2857,,Acer saccharhinum,,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2882,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2883,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2885,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2956,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2567,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2568,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20190614175847
2569,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2570,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2571,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2572,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2573,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2578,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2583,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2603,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2604,,Acer platanoides 'Emerald Queen',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2605,,Acer platanoides 'Emerald Queen',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2643,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2645,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2649,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2650,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2651,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2652,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2663,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2664,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2673,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
6453,,Populus tremuloides 'Erectus',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
6455,,Populus tremuloides 'Erectus',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
6457,,Populus tremuloides 'Erectus',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
6459,,Populus tremuloides 'Erectus',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2606,,Acer platanoides 'Emerald Queen',,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2642,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2620,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2621,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2622,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2623,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2624,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175848,PLAN,20190614175848
2626,,Tilia americana,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2627,,Tilia americana,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2628,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2633,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2634,,Acer x freemanii 'Armstrong',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2635,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2636,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2637,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2638,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2639,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2640,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2641,,Stewartia pseudocamelia,,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
2734,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2735,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2736,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2738,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2739,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2740,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175843,PLAN,20190614175843
2741,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2742,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2743,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2744,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2745,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2746,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2747,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2750,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175844,PLAN,20190614175844
2751,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2753,,Carpinus betulus 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2754,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2755,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2756,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2757,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2758,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2759,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2760,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175845,PLAN,20190614175845
2171,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2172,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2778,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2779,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2780,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2781,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2782,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2783,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2784,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2789,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2790,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2791,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2792,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2793,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2794,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2795,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2796,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2797,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2798,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2799,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2800,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2801,,Prunus yedonensis 'Akebono',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2804,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2805,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
2806,,Acer rubrum 'Red Sunset',,,,,,,,,,,,,,,,,,,PLAN,20190614175846,PLAN,20190614175846
5402,,Rhamnus purshiana,,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190614175858
5403,,Rhamnus purshiana,,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190614175858
5410,,Juniperus maritima?,,,,,,,,,,,,,,,,,,,PLAN,20190614175858,PLAN,20190614175858
6462,,Populus tremuloides 'Erectus',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
6475,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175849,PLAN,20190614175849
6487,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190614175850
6495,,Tsuga heterophylla (dead?),,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190614175850
6505,,Pinus sylvestrus,,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190614175850
6512,,Tilia americana,,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190614175850
6513,,Tsuga heterophylla (dead?),,,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20190614175850
