TYPE,BUILDINGNA,LOCATION,AREATYPE,STATUS,CCP_ADD,HAND_MOW,GLOBALID,SHAPE.AREA,SHAPE.LEN
Planting Bed,,,,,yes,,{53E4FDC8-0891-40F0-9C1F-8D8DE0FE9CCE},5.7416859950000001,14.3100107730306
Lawn,,,,,yes,,{2131C698-10DF-4C17-B042-DD19275F2E1F},9.8549764399999997,20.097700995367301
Lawn,,,,,yes,,{6EFA66B4-DBD7-45F0-9A09-F34745EEA080},9.8571501000000001,20.097877468057998
Lawn,,,,,yes,,{A98D567F-0D78-47A9-A36E-857E2401782A},31.751412240000001,24.185372225291001
Lawn,,,,,yes,,{14804693-AA06-44EA-8056-360F3992D52B},9.7679477249999991,22.666948073128097
Lawn,,,,,yes,,{349F1D60-F226-4B37-89A5-84C8758ED207},26.102680125000003,23.717696577558701
Planting Bed,,,,,yes,,{25DBF02C-28B1-4E67-93F7-4033803D315F},18.343589085000001,21.969353783934697
Planting Bed,,,,,yes,,{6F2FBB6D-D519-4E94-BD83-B3903A7F9AD5},18.342825534999999,21.974206208844297
Planting Bed,,,,,yes,,{ACE6AB05-9117-477F-A21C-D7D8540F61D1},18.277786639999999,21.919102733855198
Planting Bed,,,,,yes,,{7437F8D6-5BF4-42CA-85DD-19A8C8A5D477},17.936680800000001,19.269679856911601
Lawn,,,,,yes,,{2FC384BF-3468-4C3C-9200-A26B74BD191D},3.530256735,14.163936729634399
Planting Bed,,,,,yes,,{263B0445-4214-4946-B98B-CFA972B4B75B},5.1600015399999997,11.4387892672282
Lawn,,,,,yes,,{EB7FD530-B422-4246-BAE1-C1E931AB5EB0},5.9474507150000004,13.561488844546899
Lawn,,,,,yes,,{813F594D-988F-4B30-92C5-AEBDA9FBE347},4.5344776649999998,11.059224321753101
Lawn,,,,,yes,,{D9228321-14A8-47F3-BB4A-6DD608DE46F5},3.5837026299999999,9.3750771193101397
Lawn,,,,,yes,,{D27A1D58-E87F-45CA-8053-DA662F551FD7},3.8543845050000001,9.8527299128861099
Lawn,,,,,yes,,{3555F2C6-546C-4FD9-BE7C-22395F55BBA7},2.9662231999999999,7.8958183495928189
Lawn,,,,,yes,,{970206C6-00A2-4904-962E-8A5C5F00CEA0},3.8992364150000003,9.9306544520345188
Lawn,,,,,yes,,{C45008D2-B843-47CB-B3C0-B17E87B356C6},3.5742537199999997,9.3571712257736994
Lawn,,,,,yes,,{7A47E62C-D90E-4501-8EF8-A3BFC74E9C47},3.7049463850000004,9.2047239902727096
Planting Bed,,,,,yes,,{C760C907-C2ED-4F3B-9D2E-D1CC25D5EA14},3.100798605,7.6756356347891996
Planting Bed,,,,,yes,,{B5CA4521-7943-4F30-9D39-80154C42AC6B},7.0692525000000002,17.621908048644297
Planting Bed,,,,,yes,,{25AF3525-2BFB-4A5C-9257-15A8EE771948},7.0627645299999999,17.609230346622699
Planting Bed,,,,,yes,,{47906E0E-BCC6-4D35-8E86-964277F3F2BD},9.1500771899999993,16.7835764317913
Lawn,,,,,yes,,{E01DA87B-CE98-4329-B221-59969C3BD00A},384.55364412,82.81286490573649
Lawn,,,,,yes,,{6308B128-7B5C-4177-AD8A-488EFF0E1712},215.67935878500001,105.062500763141
Lawn,,,,,yes,,{E9544532-0D23-42FE-B55A-C98E3B83AC07},44.105844400000002,31.110332588124901
Lawn,,,,,yes,,{21B781A8-E1FD-4954-BAE5-411259B3F513},42.085037130000003,29.338527382471899
Lawn,,,,,yes,,{594F3A26-0BFE-4E3F-9BD3-B2EF13C373BC},231.34000122,88.220909670319898
Lawn,,,,,yes,,{ADCB8D8E-1CB9-4DE0-9504-441979F429DE},24.75049881,38.394903754873702
Lawn,,,,,yes,,{EBFE8C5B-337D-4156-B9F8-157C6B9F31F5},199.21059012500001,77.991628776439498
Lawn,,,,,yes,,{C1E7ECA9-E080-4425-B1F2-83EB96F3ECBB},0.068733299999999997,2.2127871756376201
Lawn,,,,,yes,,{F6F440D8-EB9D-4EFB-9DC8-54CD85A37D51},0.0069309250000000001,0.98274526207752411
Lawn,,,,,yes,,{DD0EA1E3-F478-49E0-A17C-C8052E5F15C0},13.347570125000001,16.778570310059099
Planting Bed,,,,,yes,,{4AF72EF2-9794-4E9F-A2B7-4D8EE09662C0},127.501413955,101.28043909580801
Planting Bed,,,,,yes,,{875DCEC3-1412-4E42-8F79-483265EC7AE2},0.213343585,9.1145823275459712
Planting Bed,,,,,yes,,{7B09FDF4-6E9A-4E1E-9DCC-4D1A9152DB7D},0.35459052000000002,36.232196095799203
Planting Bed,,,,,yes,,{1C2BCF3C-0F5D-4DD9-81A7-9B3D84D583CC},0.53898590999999996,21.431443673103097
Planting Bed,,,,,yes,,{49B023CF-407B-4D3C-9954-7DC6FC7D0DEE},0.73314606500000001,14.0014880929137
Planting Bed,,,,,yes,,{C97F3886-BB94-41A5-833E-0B2F8EAECCBB},185.67284490500001,53.195837024551899
Planting Bed,,,,,yes,,{136E3989-C557-4CB5-8DCB-A7B3614A7B56},0.010974859999999999,2.0085306301198398
Planting Bed,,,,,yes,,{5122917A-463C-4252-A1DA-3E0EA3703AC7},0.011533515000000001,2.04926906543818
Planting Bed,,,,,yes,,{7870CC78-8390-4433-B0D7-686C98A2C7F2},0.01213127,2.3510318447240297
Planting Bed,,,,,yes,,{16496B1B-8AA7-476F-B9B2-BC1A42CFB9F4},0.015046530000000001,2.5439784985569203
Planting Bed,,,,,yes,,{32658304-94BE-4932-8643-B002F0329091},0.025336560000000001,2.8005364372617296
Planting Bed,,,,,yes,,{938B44AB-816F-4A8F-8FE3-1EC135FEF8C8},0.02594581,2.66933289453904
Planting Bed,,,,,yes,,{6955454A-009E-413A-979F-B31163414DFC},0.027608205,2.8388783572335998
Planting Bed,,,,,yes,,{3B59C5A8-E752-4DD7-957F-3A913107A6BE},0.032805040000000001,2.6749671789017402
Planting Bed,,,,,yes,,{C9F63D77-0E8E-40A2-B4D1-4463EEAB132B},0.033288184999999998,2.6710821457128997
Planting Bed,,,,,yes,,{54F9C17C-3C18-41A3-B6D4-6806DBC9710D},0.037830215,3.2847979517326298
Planting Bed,,,,,yes,,{0A9FA215-34AF-412B-965E-F6DC0164263F},0.038417554999999999,2.71859128771613
Planting Bed,,,,,yes,,{011FD08E-A374-4B4F-9388-8BA0B318016F},0.063962644999999999,3.3072084031634099
Planting Bed,,,,,yes,,{D8945D89-6A12-49BE-930C-F4D262CDD470},0.078120845000000008,3.4907491197486498
Planting Bed,,,,,yes,,{89DEF8F3-272D-4E07-8E79-6085161E1568},0.10795830000000001,3.8881275361601699
Planting Bed,,,,,yes,,{8B162508-C60B-4908-9AA8-D00403ACB96A},0.14187035000000001,4.3006757475584596
Planting Bed,,,,,yes,,{603D12CA-DF81-4B5C-A002-EABDF9805368},0.16660164499999999,4.4570542609987394
Planting Bed,,,,,yes,,{67A69A1A-2911-459F-B200-71DDF4483CE0},0.16936472,4.4821833940773699
Planting Bed,,,,,yes,,{DDE28F0F-6550-4E1F-95AF-FA480CA6C01B},631.08230016000005,205.57517827974002
Lawn,,,,,yes,,{B5FBA8E1-5820-4982-898F-C6748EC921A3},0.090285669999999998,6.8726101303930101
Lawn,,,,,yes,,{2AC82C64-8F34-4548-98A9-65FCDC12CD55},0.103229895,7.9832632633868998
Lawn,,,,,yes,,{32AA1235-71D4-442D-B418-DE1150C30385},154.32885267500001,54.087866468248201
Lawn,,,,,yes,,{6835FEF2-E453-4D93-A6D0-58EC00269718},16.880757494999997,20.124264003974201
Lawn,,,,,yes,,{B226ED97-9CD5-4788-A37E-56D160B4CDD2},0.0044854200000000004,4.4908269526532303
Lawn,,,,,yes,,{7BB499CA-DC48-4725-B1A0-4117FB2B7C4D},0.097608260000000002,8.3103438879633895
Lawn,,,,,yes,,{9DBF630D-6077-43D5-B117-E5940264CB38},52.142848774999997,30.369750292737901
Lawn,,,,,yes,,{075C8203-7EF1-4896-9027-9682E3475CEE},53.584842330000001,30.720444786632797
Lawn,,,,,yes,,{42866171-54B1-40E6-8557-FFCB3CDF140D},52.31304403,30.166733791789003
Lawn,,,,,yes,,{31BD3657-2D48-4D8F-8AB7-D8683C86101C},54.560833325000004,30.9360839371971
Lawn,,,,,yes,,{11D633CA-56D6-434F-BACF-80988F650EB2},53.869319054999998,30.617418090160896
Lawn,,,,,yes,,{9D5797F2-61AC-4BDE-9F2E-6119A4AC153C},54.766689640000003,30.895382977648499
Lawn,,,,,yes,,{723C35C5-73EA-44AB-BBB0-7A42409BE3B0},170.39347664500002,129.726750065868
Lawn,,,,,yes,,{45AD77C1-62AA-40F2-9EDD-A923D948CE21},0.0039554000000000004,1.10107073020563
Lawn,,,,,yes,,{667623C6-AF3F-48D2-A3B6-E32581CAC576},46.913947055000001,33.824172097926301
Lawn,,,,,yes,,{B354ECB8-D42D-439B-B2AE-2CDCCB9AE046},45.257893899999999,38.142891180303003
Lawn,,,,,yes,,{1405A8F4-F54C-4ABF-AC90-ABA42B128156},42.842806635000002,42.350011902889001
Lawn,,,,,yes,,{07E78883-1ADE-462F-A5DB-19FDDBF33976},17.018451405,28.542914562981601
Lawn,,,,,yes,,{FB8C8BB1-9644-437B-8991-56E6A29B3C50},20.825663049999999,18.372713238039296
Lawn,,,,,yes,,{0CFCF654-2F19-446D-AA74-37BB5F71E5CF},23.462781750000001,19.383122259263899
Lawn,,,,,yes,,{4471807E-F096-49F2-9293-B1E21FEB15AC},38.764001995000001,43.631448393805599
Lawn,,,,,yes,,{754EC764-2441-4D47-8D4B-D85339E01A80},125.10679442,68.978769645462293
Lawn,,,,,yes,,{42BC235D-51CE-40E8-B84B-C7D777DB4BD3},21.47940732,18.539946482791802
Lawn,,,,,yes,,{9C993B03-3057-4B60-8F39-11376B723F2F},19.090258084999999,17.581963353598002
Lawn,,,,,yes,,{B17A660A-6A5E-436C-857D-91FB137C2865},30.436179644999999,23.847682392495198
Lawn,,,,,yes,,{59FFEBD8-0038-43DA-B434-1366DE25FB0B},34.110572394999998,40.919207946781597
Lawn,,,,,yes,,{82B01C45-F3AC-4D67-88BE-ECD1B6927C24},22.52241063,18.993074981061003
Planting Bed,,,,,yes,,{AA336BBC-3C8A-4F15-8E9D-338CE0B7B7A3},68.345942489999999,66.139123611074893
Lawn,,,,,yes,,{37F50BB2-F32D-4D83-9A52-6CB7E05A33B7},0.0614216,3.7587760221618596
Lawn,,,,,yes,,{576F9E8E-0640-46C0-AB8A-F36C9549FE23},0.11573554,4.06581675141926
Lawn,,,,,yes,,{075CEE36-A0E4-4F61-8011-9935DA20F7FA},0.13181738000000001,5.6562063704401302
Lawn,,,,,yes,,{68BC7301-58B3-4428-98F8-B007DF9912D3},0.161157045,4.5560041362429793
Lawn,,,,,yes,,{EF447FDB-C265-427C-B4AF-D03AF5CD5919},0.16989822500000001,4.6244837468669093
Lawn,,,,,yes,,{8AFC6AD0-7FC9-48AE-B691-884AD6A071EF},8.7609367099999993,12.250614432777599
Lawn,,,,,yes,,{2ABC8D14-EED8-49B9-87E0-48A16F1DA4F8},135.60279553499998,104.886235322697
Planting Bed,,,,,yes,,{6D4CB339-CE69-47B1-BA35-F3FE5B3B93A4},515.70664152999996,99.754152682829798
Lawn,,,,,yes,,{03E17301-5C30-4FA8-A606-70D12C463248},0.0033278550000000002,0.95579828141765799
Lawn,,,,,yes,,{D6CC3DE7-A912-4353-A69B-166EAF149DBA},0.0055063150000000003,1.1151123378408898
Lawn,,,,,yes,,{A90E1A9C-2926-4D3C-BE3F-143F56A307FB},0.035179189999999999,2.0654011374649501
Lawn,,,,,yes,,{05ED9BE5-D58F-43A9-A165-49EBC1A5DD72},0.00036648000000000003,0.47893347756177401
Lawn,,,,,yes,,{89257D76-A404-4A29-B514-08D34A296958},0.00089433000000000004,0.63726834614920502
Lawn,,,,,yes,,{5D941B52-FD45-46F0-A873-1BBC4B09583F},50.628909970000002,41.804109008701495
Planting Bed,,,,,yes,,{BEB73E91-58CC-4551-8111-BC80FEB9D25A},0.14874222000000001,4.1773895032982802
Planting Bed,,,,,yes,,{8C683FF0-00D7-4C60-9E35-803E2B604A96},0.35684979999999999,28.224659201617001
Lawn,,,,,yes,,{560EA611-605D-4CB0-8241-F5CD491B4BC4},74.381150869999999,45.182561318109599
Lawn,,,,,yes,,{FBFE7F24-5EA7-4B15-B893-9549AC1B3F3E},1125.86905781,153.022251050752
Planting Bed,,,,,yes,,{3D067B47-F91C-4C34-9294-2EE28A9B5924},0.016971679999999999,2.8750312109323697
Planting Bed,,,,,yes,,{C8E995D2-02C7-4A05-8124-301BE8DD63D9},0.068804669999999998,3.6316664779448597
Planting Bed,,,,,yes,,{B2D721FF-DB09-4463-9B56-6F99AA9888A0},0.43740705000000002,16.866781836143002
Lawn,,,,,yes,,{DEBB5CDF-2BB5-4F01-8755-DB4F15AB89CA},86.778378265000001,59.714160988248999
Lawn,,,,,yes,,{EEA9237D-1563-4103-A527-30961FBEE8E5},421.46577500500001,293.41553530222001
Lawn,,,,,yes,,{A0173ADE-3DB7-42BB-9CA4-29D4B04718FA},240.70650891500003,108.187508944871
Lawn,,,,,yes,,{6167AA5D-213F-41DC-9AD5-8B1D26AD75CD},952.66890504000003,236.65876903085501
Lawn,,,,,yes,,{B7997454-7AEB-4C08-A3A4-2576F98DCB27},1012.67635133,183.95992214785301
Wild,,,,,yes,,{7E811332-82E6-4445-AAD9-3441C275ECBC},0.093284934999999999,4.06912692494081
Planting Bed,,,,,yes,,{FCD513C6-4F63-4523-A77C-473E522D1A85},0.96194164999999998,7.5723603021747596
Lawn,,,,,yes,,{8093D15C-BCCA-4D91-961C-80710D860E47},207.462181305,61.012201105974199
Lawn,,,,,yes,,{848F7D6F-5123-441D-9577-3E32828C5E3F},614.35885412499999,190.78753591163402
Lawn,,,,,Yes,,{2262281B-C52A-48AE-AEF2-E1C58CB8A335},967.78715916499993,140.98012093920801
Planting Bed,,,,,yes,,{A09344C9-B35F-4A50-AFB6-94AFBE9B0277},643.27629515499996,214.721950580297
Lawn,,,,,yes,,{BE40EC92-CDDA-4A64-A794-7C9713298249},174.00145470000001,80.868260162852394
Lawn,,,,,yes,,{7780C27B-22A4-4FEB-B530-A2F87C30353A},0.022396680000000002,19.027091434963697
Lawn,,,,,yes,,{C5835628-5666-4AA1-973A-FBF7DFC873A9},0.32974134999999999,6.7623170369875991
Lawn,,,,,yes,,{238BF92E-6C9B-46D3-BBA7-7DBDDB921CA5},0.51958084000000004,5.5931507239335092
Lawn,,,,,yes,,{53B11A9F-CB54-4642-8538-F427C6422ACF},0.68700150500000001,5.4310343747772798
Lawn,,,,,yes,,{461200A7-586D-4E03-8A85-159E713A8819},4.6036892050000002,36.052867704015902
Lawn,,,,,yes,,{863123AF-8B28-481E-8B87-FD8CEC9005D1},18.352875825000002,60.584680548487597
Planting Bed,,,,,yes,,{B94AF73C-E225-4C61-8DBF-2642B71259CB},24.631050015,52.002883736370798
Planting Bed,,,,,yes,,{FDC823E3-356A-4EEB-90D7-DF5F985830F2},8.5631289250000009,19.773721463385598
Planting Bed,,,,,yes,,{00619B51-5C43-485C-BB4F-08A8E90CAFEE},10.992217480000001,19.147954099385199
Planting Bed,,,,,yes,,{8913220B-CF1A-4A6A-9FAA-A3A194D735FD},4.5919509700000001,11.475900443846099
Planting Bed,,,,,yes,,{FD6F854E-C37F-4DBF-AFB2-633CA15EB1A2},3.916141885,10.077233471199099
Planting Bed,,,,,yes,,{E8ADED41-CECA-4E72-ADF2-4CE53816E1FB},11.067605885000001,18.8068960448662
Lawn,,,,,yes,,{62BEA8C4-46C9-499E-9D52-BD2B4B3F1811},26.749154115000003,29.797658965720899
Lawn,,,,,yes,,{998837BA-92D0-44F8-ABC8-16056AA942D3},1459.2956118049999,155.10570498259202
Lawn,,,,,yes,,{AF8D9EF9-16A6-4FF2-9C81-B344FC353B06},843.55049498500011,172.081768483589
Planting Bed,,,,,yes,,{D8697AA8-7F2D-42E1-BEE0-092EC11BE7E1},0.00095523500000000003,0.27721796723353498
Planting Bed,,,,,yes,,{CEE17168-8791-4915-B1D1-36F3C84C953B},12.21581677,15.260696010700299
Planting Bed,,,,,yes,,{56B7F35A-ACFC-4415-90A8-701DECBBB4D6},12.243701679999999,15.2833658443049
Planting Bed,,,,,yes,,{A6F60759-AF72-42D5-A2D7-C928DB3B2B49},8.2283792099999999,15.050714693336799
Planting Bed,,,,,yes,,{EB0636A6-7ACE-4053-9980-7D8713F946B7},13.180339910000001,17.244080898571401
Planting Bed,,,,,yes,,{D27C1D5A-18E9-473C-8CEE-993A567CBA55},11.897748705,16.279772200356298
Lawn,,,,,yes,,{5C260435-A3BE-4182-9B00-62468F592217},39.795856909999998,27.499266894507699
Lawn,,,,,yes,,{851DCA89-CC2A-4ABB-82CF-9784906E9537},73.077882220000006,37.153885722176796
Lawn,,,,,yes,,{58959320-CAB5-4392-B380-032145944B96},105.58245581,47.6328229586303
Lawn,,,,,yes,,{EC354847-5358-41BC-BB02-866A3B9EAB61},86.107510785000002,40.638812280378104
Planting Bed,,,,,yes,,{72B3C2B3-8F9C-407E-BD41-FBC2D94F7C60},32.041462494999998,39.455413864738404
Planting Bed,,,,,yes,,{4CB0ADE8-5B8E-4CC4-AF68-C52FB89FE9B2},10.032098524999999,21.744260063115
Lawn,,,,,yes,,{DCE5AA96-A4FD-44C5-AA0E-1371065973B3},5.2653840599999997,10.133912376135198
Lawn,,,,,yes,,{7F7AC336-8DC3-4CC6-A56E-5A5BC9C60854},8.6786533800000001,14.808053583005099
Lawn,,,,,yes,,{58ABA77E-4C27-48C9-8057-8AB000D23176},8.7170234999999998,14.858512489869002
Lawn,,,,,yes,,{EDF024D6-2C7C-4B26-819C-0443E5D37084},8.7009837999999995,14.838518267189299
Lawn,,,,,yes,,{0090B6E6-A621-4B92-AE5A-A7B8F9458F63},7.2674216100000004,12.8773127853548
Lawn,,,,,yes,,{FD4EC2F5-BE6C-4FCA-8F87-1719568CA8BF},63.444793070000003,49.713803469898998
Lawn,,,,,yes,,{AB2A638C-005E-41B4-8F00-5A44931AFEC5},43.569576009999999,26.574613061201898
Lawn,,,,,yes,,{9435AD31-D0BE-47AF-815B-BDD4FAD44229},54.454388945000005,51.906138161177296
Lawn,,,,,yes,,{D914C2C6-B81F-445B-8D75-BDEDD26D0DFC},3.8740514699999999,8.2044069133559088
Lawn,,,,,yes,,{B7B614BC-534D-42CC-8BEA-42E6B6FCBFE3},7.5681853800000001,13.285441937393699
Lawn,,,,,yes,,{3E05B439-127C-4DFE-9AAF-911CDE4BB650},8.3800940750000006,14.400135928143499
Lawn,,,,,yes,,{B6BBB22E-50A6-468C-9265-28D60C397326},8.3809256399999992,14.400459508148099
Lawn,,,,,yes,,{14EBF96F-E9A5-40FC-8F38-7B4416C64F20},8.2141666799999999,14.172047949023899
Lawn,,,,,yes,,{D39C5919-CB6B-4AF5-ADE6-01A5A418DC9A},35.38603209,26.7268583346127
Lawn,,,,,yes,,{92C59AC3-01AA-4297-8E7B-C290CE3015D8},42.547390094999997,50.890932986131496
Lawn,,,,,yes,,{A9487038-E750-42AE-9E39-7A9CA4EEC064},683.80327223999996,166.981272874627
Lawn,,,,,yes,,{B7ECC256-56B6-4026-B9BA-05B8259D5A5A},5.2282483949999996,12.261392671593699
Planting Bed,,,,,yes,,{39AA6DC1-4B86-4954-8682-7F6D9B954A5A},145.11458146999999,129.08558914446598
Planting Bed,,,,,yes,,{A4795B03-7DF3-4D03-8B79-CE2C986D2140},0.059024485000000002,4.7203075878131298
Lawn,,,,,yes,,{B5A79DE3-5F5E-4E47-8782-5FE9E16AEDBD},41.067691920000001,38.739753204665902
Lawn,,,,,yes,,{0102808E-5DDA-403F-94B7-1F4489357352},0.003009215,1.9460477819913498
Planting Bed,,,,,yes,,{FDFCDCB5-DE8B-411B-8D16-9909E63F5326},17.380951194999998,25.373286133271399
Planting Bed,,,,,yes,,{1CB89E0E-AD43-4BAD-B40C-F6F379C85A6D},4.5693093300000003,14.1657682862123
Planting Bed,,,,,yes,,{80927EFB-E3DD-430E-9A99-8CA963874A08},2.4230993000000001,11.327493258737899
Planting Bed,,,,,yes,,{6945F1CC-A9D2-4AAD-8CD1-0B1814F69641},4.6024456899999997,11.937442025575299
Lawn,,,,,yes,,{EE38C96A-1AF8-4A81-A93D-A889A313E085},2.9938285850000002,9.8426358459187888
Planting Bed,,,,,yes,,{17149892-2BC1-4254-8AD6-50FC4CC4FE78},6.9688603799999997,16.477645696880398
Planting Bed,,,,,yes,,{C79B3437-3445-4ABD-8C5E-E37C3450E1A6},4.6191714399999997,13.4313748575904
Planting Bed,,,,,yes,,{B526CB09-A837-49A0-9C27-8D360E138280},1.9440157600000001,6.4450429199876602
Lawn,,,,,yes,,{A26DC9ED-B94C-4F64-B2AC-185D1D12EFD2},33.724828734999996,53.420960100663599
Lawn,,,,,yes,,{F78577CF-D863-4F14-AD47-BAC850D38D1B},5.8939651249999994,11.364613171431001
Lawn,,,,,yes,,{ABE19B91-6C74-4C67-BA17-BDFBB372F386},5.8258768500000002,12.364438846594199
Lawn,,,,,yes,,{11FB33D7-CC3C-4ECC-899B-1A5CB247A6FE},5.8256837450000001,12.364242982748999
Lawn,,,,,yes,,{C2E2A224-27CE-43AA-BA43-0E7110D51809},5.8258020550000005,12.364020404787
Lawn,,,,,yes,,{990916E8-457F-4D66-9A0D-C4EEFF03B260},5.8257453200000002,12.3639161605411
Planting Bed,,,,,yes,,{355439E3-E8E0-4CCC-815B-F37A5407946D},26.734574989999999,35.190830201283006
Planting Bed,,,,,yes,,{C059FB0A-160D-40C9-811F-829BE4B38D48},60.398579660000003,52.405805981690598
Planting Bed,,,,,yes,,{7AD7D1A5-018A-4480-8874-343A01250D29},56.978035179999999,44.671853306580502
Planting Bed,,,,,yes,,{1C4E3210-BA3A-4C25-8FC3-00EF8BF7CD4D},62.873969029999998,51.568073502680299
Planting Bed,,,,,yes,,{7EFC553B-FBB4-43EB-ADD6-8477AFD3D1F7},8.5982639049999996,15.413984440578099
Planting Bed,,,,,yes,,{8647E01F-6DE7-4F27-8AA8-19863FB56742},3.6576475300000002,9.8703511004791498
Planting Bed,,,,,yes,,{A68E9D1A-F680-4237-9C8D-008E08EA242E},9.5016546599999998,15.274334114105599
Planting Bed,,,,,yes,,{9E9CD951-D979-4FFB-BCFB-EF2DFFA1429B},3.30186694,7.4928178545273596
Planting Bed,,,,,yes,,{F59AF160-86B2-45C0-84C6-160A08D70F25},6.36810031,12.4460100289359
Planting Bed,,,,,yes,,{382D0993-67B6-453C-B5BB-BCAA6BFD7CE4},5.3001392649999994,10.794478810014001
Planting Bed,,,,,yes,,{27F27E78-01F4-43A1-A93C-C66A719FD836},3.6686809,8.268441908955289
Planting Bed,,,,,yes,,{E203197A-9AAB-4919-A54A-F8F1968F5AE2},5.8248480699999998,11.0919483869706
Planting Bed,,,,,yes,,{BC2E9563-E5B4-4754-AA8C-6038E70A1618},2.731139985,6.7467756076459198
Planting Bed,,,,,yes,,{56DEA2FB-2484-4C40-9B03-095C17F95440},143.21826085500001,127.81195945141901
Planting Bed,,,,,yes,,{A7189F58-9759-4B0A-9CD3-42605CE18F18},43.119250280000003,28.956548731334699
Planting Bed,,,,,yes,,{A48A851A-C45F-4640-BAAF-A89AC47C9C0C},63.155958480000002,33.8687580131391
Planting Bed,,,,,yes,,{067FDF08-74EF-4346-9238-90C040ED88D5},164.96050284500001,51.707690751386203
Lawn,,,,,yes,,{8E31A70E-4BDF-4922-BD16-E2D963516D35},17.997523610000002,17.371819101604398
Planting Bed,,,,,yes,,{29CEAFA2-62C3-4B87-8AAF-C2C049A9C8A6},7.1916679750000005,16.184845355277599
Planting Bed,,,,,yes,,{DDDD5B94-D826-4D3B-A77A-66A8E2A2482F},5.9620528799999999,15.040547806251002
Planting Bed,,,,,yes,,{F8F7B5F5-2FFE-4C4D-A7D9-0F949AB02204},7.8053596299999999,18.009006756447199
Lawn,,,,,yes,,{70862E0E-4978-490E-8E09-9D6B4D1850EE},6.6381395100000002,10.3820140388532
Planting Bed,,,,,yes,,{4E0514E8-433F-406A-ABE5-A1893CE43581},18.672013830000001,25.8166703105694
Lawn,,,,,yes,,{811E1297-9E22-4F15-A65D-B8A9E21300FE},6.55148405,12.649906683183501
Lawn,,,,,yes,,{68AC0179-7EB6-473E-9972-D9E845B8864A},16.21594838,22.554136532902199
Lawn,,,,,yes,,{2D4A7FE3-8A45-41F3-8AEB-C405E0AB8E73},20.133233059999998,26.782269346574701
Lawn,,,,,yes,,{E48E83CA-0C5A-47F5-903B-2D4DEE3BD1DF},21.362605049999999,18.649020697059999
Lawn,,,,,yes,,{2726D82D-2C7F-4BA7-9AC7-2060F2C92665},30.499470015000004,22.898326967986296
Planting Bed,,,,,yes,,{728FDBCC-C9B4-4846-B7B4-1BA1734C2BED},18.536559830000002,18.927248101757797
Planting Bed,,,,,yes,,{3452D4CA-34F0-4149-91B5-3D66933431A3},8.1218806299999997,16.992389099656698
Planting Bed,,,,,yes,,{F0839B55-E3A0-47A0-A366-DB6A23068E95},17.301113194999999,21.415230757766096
Planting Bed,,,,,yes,,{DF8BDD91-C32A-479D-A1E6-BCF23CFDAA61},6.83744569,19.113931485994801
Lawn,,,,,yes,,{4431101D-4376-44DF-BA38-DA34F33B40EF},17.793054524999999,19.7155864487675
Planting Bed,,,,,yes,,{887CBDD3-332B-49FB-9E39-8814982C84BE},9.9116174400000006,15.534909781193599
Lawn,,,,,yes,,{C043C94E-BC6A-47F7-AED4-193396612A54},95.603012239999998,79.095736646231302
Planting Bed,,,,,yes,,{930F009F-882A-48A2-BAED-C6EA253F50BD},5.5767713499999996,11.323269652968801
Planting Bed,,,,,yes,,{19E93AE9-010B-4AEF-ACE7-C52C25C23F08},10.286039984999999,13.2819032150475
Lawn,,,,,yes,,{7B4B9E93-1794-4950-9775-6B8611BB7525},141.05353104,127.68756008055099
Planting Bed,,,,,yes,,{A29FA033-9B41-4FAF-AC41-E168148B3DFD},22.690836135000001,21.831465231095198
Lawn,,,,,yes,,{053F4A4B-C172-46EB-8288-F697CBD33A55},83.586332424999995,75.134838686502107
Wild,Public,Wesbrook (S Campus),,,,,{9AED9616-E905-4D6F-85C9-7A58788B5730},13380.193138015,695.391341859563
Lawn,,,,,yes,,{8F93AE1F-246E-4FBD-9B0A-8A64A866F78A},1508.0944627849999,230.24447160909901
Lawn,,,,,yes,,{7B08EE26-AED7-418E-8066-3A2BD7D84E2C},8679.3504399850008,1927.5758540527302
Lawn,,,,,yes,,{EB12E381-72F3-418E-9E13-90C4B1700387},579.96244379500001,155.56850842033199
Wild,,,,,yes,,{FB350E95-E3E8-44DE-89C3-BB2CB7A94F36},7771.2748186500003,501.19714397262703
Lawn,,,,,yes,,{4512D09C-10A6-480A-B280-21B83F01E344},2341.8345759200001,536.14218514437505
Wild,,,,,yes,,{7FEA4E8E-7188-4811-9374-05F08BF570C4},11415.141251224999,824.00799900303809
Lawn,,,,,yes,,{22EB6245-62FD-4A27-BA49-A70C657F0AFD},286.13943452500001,262.36557040963197
Planting Bed,,,,,yes,,{E05E4FB9-1B50-45E1-9B80-C5E5CBDBD091},10.834715879999999,17.163748191564899
Planting Bed,,,,,yes,,{1DC80F28-D1B6-49D6-840B-E22AECB0AF43},10.599386664999999,16.885146066184799
Planting Bed,,,,,yes,,{D3A200B6-9AC8-4C72-9E21-4FE277565119},25.899887894999999,21.429644656035002
Planting Bed,,,,,yes,,{FA3C90C2-2C51-4B16-8FD9-4A3C17A74323},25.72534988,21.3503954619223
Planting Bed,,,,,yes,,{0D0E4B19-E8A6-4FC6-ABEB-40D38D5638F6},25.735878424999999,21.3408635457853
Planting Bed,,,,,yes,,{BDD1CC5E-C836-4E67-9D99-C382DF31D086},25.631046900000001,21.3084581270051
